80,10
80,10
80,10
81,10
79,10
79,10
80,10
82,10
83,10
83,10
82,10
78,10
77,10
81,10
79,10
81,10
81,10
82,10
84,10
84,10
83,10
84,10
86,10
82,10
82,10
80,10
75,10
72,10
72,10
73,10
70,10
67,10
64,10
62,10
59,10
57,10
57,10
57,10
55,10
55,10
55,10
54,10
55,10
55,10
53,10
52,10
53,10
53,10
54,10
56,10
58,10
61,10
62,10
64,10
70,10
75,10
79,10
83,10
86,10
86,10
85,10
87,10
86,10
87,10
87,10
86,10
85,10
87,10
85,10
83,10
85,10
85,10
87,10
87,10
87,10
88,10
88,10
87,10
88,10
87,10
90,10
90,10
90,10
89,10
88,10
90,10
90,10
88,10
89,10
90,10
90,10
90,10
90,10
88,10
88,10
88,10
88,10
86,10
83,10
78,10
76,10
75,10
76,10
74,10
72,10
70,10
67,10
64,10
63,10
62,10
60,10
59,10
57,10
57,10
55,10
56,10
55,10
56,10
54,10
54,10
55,10
55,10
57,10
60,10
62,10
66,10
70,10
77,10
82,10
84,10
84,10
81,10
82,10
83,10
84,10
86,10
86,10
87,10
87,10
87,10
87,10
87,10
86,10
86,10
86,7
87,10
85,10
82,10
82,10
82,10
81,10
81,10
82,10
81,10
81,10
80,10
84,10
86,10
86,10
86,10
88,10
84,10
87,10
87,10
86,10
85,10
85,10
85,10
84,10
83,10
82,10
82,10
82,10
77,10
70,10
73,10
71,10
70,10
69,10
67,10
66,10
65,10
64,10
63,10
63,10
63,10
63,10
61,10
57,10
55,10
54,10
53,10
52,10
55,10
56,10
59,10
63,10
67,10
72,10
75,10
78,10
77,10
80,10
78,10
79,10
77,10
74,10
75,10
77,10
77,10
78,10
79,10
79,10
79,10
80,10
80,10
80,10
80,10
79,10
76,10
78,10
79,10
71,10
67,10
71,10
76,10
79,10
80,10
83,10
80,10
81,10
76,10
73,10
74,10
78,10
82,10
82,10
85,10
85,10
85,10
85,10
83,10
78,10
71,10
69,10
67,10
65,10
61,10
59,10
59,10
61,10
62,10
60,10
59,10
57,10
55,10
54,10
53,10
51,10
51,10
52,10
53,10
54,10
54,10
55,10
56,10
56,10
58,10
59,10
65,10
68,10
68,10
71,10
74,10
76,10
74,10
73,10
75,10
78,10
77,10
77,10
76,10
78,10
76,10
76,10
77,10
72,10
71,10
70,10
63,10
55,10
64,10
59,10
56,10
56,10
55,10
61,10
67,10
72,10
74,10
73,10
72,10
76,10
70,10
62,10
61,10
61,10
75,10
74,10
76,10
77,10
79,10
73,10
71,10
68,10
65,10
56,10
54,10
53,10
52,10
48,10
48,10
46,10
42,10
39,10
32,10
33,10
34,10
35,10
37,10
39,10
41,10
43,10
43,10
44,10
45,10
46,10
46,10
48,10
50,10
51,10
52,10
53,10
53,10
53,10
54,10
57,10
60,10
64,10
66,10
70,10
72,10
73,10
66,10
65,10
70,10
72,10
68,10
67,10
68,10
70,10
74,10
68,10
74,10
75,10
75,10
78,10
79,10
77,10
74,10
75,10
72,10
65,10
63,10
65,10
66,10
76,10
73,10
70,10
70,10
70,10
70,10
66,10
72,10
70,10
66,10
61,10
56,10
51,10
51,10
50,10
49,10
45,10
43,10
41,10
39,10
38,10
40,10
38,10
37,10
35,10
34,10
32,10
32,10
32,10
32,10
33,10
34,10
35,10
36,10
39,10
44,10
48,10
48,10
53,10
58,10
57,10
65,10
74,10
76,10
78,10
77,10
77,10
77,10
78,10
76,10
74,10
70,10
70,10
68,10
66,10
66,10
69,10
72,10
67,10
67,10
69,10
72,10
72,10
76,10
79,10
78,10
80,10
78,10
77,10
77,10
74,10
74,10
77,10
78,10
80,10
76,10
74,10
78,10
79,10
78,10
75,10
73,10
69,10
64,10
60,10
56,10
52,10
50,10
47,10
46,10
45,10
43,10
41,10
40,10
39,10
38,10
36,10
36,10
35,10
33,10
33,10
32,10
33,10
33,10
33,10
35,10
39,10
42,10
44,10
47,10
47,10
50,10
54,10
64,10
69,10
74,10
68,10
69,10
69,10
59,10
59,10
67,10
61,10
55,10
54,10
61,10
62,10
69,10
68,10
68,10
65,10
66,10
62,10
53,10
60,10
71,10
71,10
69,10
68,10
70,10
69,10
69,10
60,10
64,10
64,10
62,10
59,10
56,10
56,10
55,10
45,10
61,10
62,10
60,10
57,10
50,10
49,10
51,10
50,10
49,10
48,10
48,10
46,10
44,10
42,10
40,10
39,10
39,10
39,10
39,10
37,10
38,10
36,10
36,10
35,10
39,10
39,10
40,10
44,10
48,10
51,10
55,10
62,10
66,10
64,10
64,10
66,10
68,10
66,10
67,10
62,10
63,10
65,10
64,10
68,10
71,10
71,10
69,10
