0.0502468	1	19.1733	14	212	0
0.0503718	1	19.7909	14	212	0
0.0504968	1	18.6208	14	212	0
0.0511217	1	19.9024	14	212	0
0.0512467	1	19.546	14	212	0
0.0513717	1	20.2356	14	212	0
0.0514967	1	20.1555	14	212	0
0.0515146	2	26.5639	2	1056	28
0.0521217	1	15.9696	14	7411	28
0.0522467	1	16.2126	14	7411	28
0.0523716	1	15.0742	14	7411	28
0.0524966	1	15.1443	14	7411	28
0.0531216	1	15.1342	14	7411	28
0.0532466	1	15.4903	14	7411	28
0.0533716	1	14.9521	14	7411	28
0.0534966	1	15.1619	14	7411	28
0.0541215	1	14.8706	14	7411	28
0.0542465	1	15.4603	14	7411	28
0.0543715	1	15.3361	14	7411	28
0.0544965	1	14.9754	14	7411	28
0.0551215	1	14.9998	14	7411	28
0.0552465	1	15.4108	14	7411	28
0.0553715	1	15.9033	14	7411	28
0.0554964	1	16.2273	14	7411	28
0.0561214	1	16.3052	14	7411	28
0.0562464	1	15.8421	14	7411	28
0.0563714	1	16.0002	14	7411	28
0.0564964	1	16.0601	14	7411	28
0.0571213	1	16.1762	14	7411	28
0.0572463	1	15.8811	14	7411	28
0.0573713	1	15.3987	14	7411	28
0.0574963	1	15.6356	14	7411	28
0.0581213	1	14.9464	14	7411	28
0.0582463	1	15.4684	14	7411	28
0.0583713	1	15.4218	14	7411	28
0.0584963	1	14.7017	14	7411	28
0.0591212	1	14.3274	14	7411	28
0.0592462	1	14.2844	14	7411	28
0.0593712	1	14.8519	14	7411	28
0.0594962	1	14.8639	14	7411	28
0.0601212	1	14.613	14	7411	28
0.0602461	1	14.6574	14	7411	28
0.0603711	1	14.9522	14	7411	28
0.0604961	1	14.7373	14	7411	28
0.0611211	1	14.7472	14	7411	28
0.0612461	1	14.8008	14	7411	28
0.0613711	1	14.5076	14	7411	28
0.0614961	1	14.9672	14	7411	28
0.062121	1	15.4286	14	7411	28
0.062246	1	14.5194	14	7411	28
0.062371	1	14.4893	14	7411	28
0.062496	1	14.6613	14	7411	28
0.063121	1	15.3086	14	7411	28
0.063246	1	15.1769	14	7411	28
0.0633709	1	15.6425	14	7411	28
0.0634959	1	15.4241	14	7411	28
0.0641209	1	16.0384	14	7411	28
0.0642459	1	16.0952	14	7411	28
0.0643709	1	15.9302	14	7411	28
0.0644959	1	15.4826	14	7411	28
0.0651208	1	15.5807	14	7411	28
0.0652458	1	15.3289	14	7411	28
0.0653708	1	16.3294	14	7411	28
0.0654958	1	16.0019	14	7411	28
0.0661208	1	15.8904	14	7411	28
0.0662458	1	16.5489	14	7411	28
0.0663708	1	15.5329	14	7411	28
0.0664957	1	15.4884	14	7411	28
0.0671207	1	15.009	14	7411	28
0.0672457	1	14.9834	14	7411	28
0.0673707	1	15.0792	14	7411	28
0.0674957	1	16.3049	14	7411	28
0.0681206	1	15.6545	14	7411	28
0.0682456	1	15.5651	14	7411	28
0.0683706	1	15.877	14	7411	28
0.0684956	1	15.5961	14	7411	28
0.0691206	1	15.7205	14	7411	28
0.0692456	1	15.5023	14	7411	28
0.0693706	1	15.3562	14	7411	28
0.0694956	1	15.7814	14	7411	28
0.0701205	1	15.5363	14	7411	28
0.0702455	1	15.166	14	7411	28
0.0703705	1	15.1763	14	7411	28
0.0704955	1	15.8037	14	7411	28
0.0711204	1	15.9351	14	7411	28
0.0712454	1	15.3898	14	7411	28
0.0713704	1	15.3922	14	7411	28
0.0714954	1	15.8399	14	7411	28
0.0721204	1	15.2655	14	7411	28
0.0722454	1	15.3697	14	7411	28
0.0723704	1	15.4178	14	7411	28
0.0724954	1	15.1861	14	7411	28
0.0731203	1	15.2846	14	7411	28
0.0732453	1	15.666	14	7411	28
0.0733703	1	15.7121	14	7411	28
0.0734953	1	14.9983	14	7411	28
0.0741203	1	14.8442	14	7411	28
0.0742452	1	15.1022	14	7411	28
0.0743702	1	14.5445	14	7411	28
0.0744952	1	15.1031	14	7411	28
0.0751202	1	14.8812	14	7411	28
0.0752452	1	15.6086	14	7411	28
0.0753702	1	15.3211	14	7411	28
0.0754952	1	15.3573	14	7411	28
0.0761201	1	15.5961	14	7411	28
0.0762451	1	15.4211	14	7411	28
0.0763701	1	15.0628	14	7411	28
0.0764951	1	15.6162	14	7411	28
0.0771201	1	15.5612	14	7411	28
0.0772451	1	14.8108	14	7411	28
0.07737	1	14.8934	14	7411	28
0.077495	1	14.4346	14	7411	28
0.07812	1	14.1972	14	7411	28
0.078245	1	14.7352	14	7411	28
0.07837	1	15.0673	14	7411	28
0.078495	1	14.5654	14	7411	28
0.0791199	1	15.4756	14	7411	28
0.0792449	1	15.6375	14	7411	28
0.0793699	1	15.7395	14	7411	28
0.0794949	1	15.6058	14	7411	28
0.0801199	1	15.7089	14	7411	28
0.0802449	1	14.6172	14	7411	28
0.0803699	1	14.842	14	7411	28
0.0804948	1	15.0147	14	7411	28
0.0811198	1	14.6591	14	7411	28
0.0812448	1	15.3894	14	7411	28
0.0813698	1	15.9874	14	7411	28
0.0814948	1	15.5545	14	7411	28
0.0821197	1	15.6247	14	7411	28
0.0822447	1	16.0911	14	7411	28
0.0823697	1	15.7754	14	7411	28
0.0824947	1	15.3676	14	7411	28
0.0831197	1	15.5333	14	7411	28
0.0832447	1	14.9332	14	7411	28
0.0833697	1	14.6416	14	7411	28
0.0834947	1	14.4541	14	7411	28
0.0841196	1	15.842	14	7411	28
0.0842446	1	15.4224	14	7411	28
0.0843696	1	16.0365	14	7411	28
0.0844946	1	15.4673	14	7411	28
0.0851196	1	15.1743	14	7411	28
0.0852445	1	14.5703	14	7411	28
0.0853695	1	15.4714	14	7411	28
0.0854945	1	14.7183	14	7411	28
0.0861195	1	15.2241	14	7411	28
0.0862445	1	14.8968	14	7411	28
0.0863695	1	15.8394	14	7411	28
0.0864945	1	16.0653	14	7411	28
0.0871194	1	15.2657	14	7411	28
0.0872444	1	15.1082	14	7411	28
0.0873694	1	15.0455	14	7411	28
0.0874944	1	14.9567	14	7411	28
0.0881194	1	15.0436	14	7411	28
0.0882444	1	15.0778	14	7411	28
0.0883693	1	15.2656	14	7411	28
0.0884943	1	15.0551	14	7411	28
0.0891193	1	15.7638	14	7411	28
0.0892443	1	14.9272	14	7411	28
0.0893693	1	14.7962	14	7411	28
0.0894943	1	15.5226	14	7411	28
0.0901192	1	15.1588	14	7411	28
0.0902442	1	15.3758	14	7411	28
0.0903692	1	15.4622	14	7411	28
0.0904942	1	15.3964	14	7411	28
0.0911192	1	15.3214	14	7411	28
0.0912442	1	15.2281	14	7411	28
0.0913692	1	15.0707	14	7411	28
0.0914941	1	15.5675	14	7411	28
0.0921191	1	15.5008	14	7411	28
0.0922441	1	15.0587	14	7411	28
0.0923691	1	15.5544	14	7411	28
0.0924941	1	15.7636	14	7411	28
0.093119	1	15.7114	14	7411	28
0.093244	1	15.5366	14	7411	28
0.093369	1	15.9063	14	7411	28
0.093494	1	15.4365	14	7411	28
0.094119	1	14.298	14	7411	28
0.094244	1	15.4782	14	7411	28
0.094369	1	15.4844	14	7411	28
0.094494	1	16.0313	14	7411	28
0.0951189	1	15.5381	14	7411	28
0.0952439	1	15.7737	14	7411	28
0.0953689	1	15.3457	14	7411	28
0.0954939	1	15.3267	14	7411	28
0.0961188	1	15.9465	14	7411	28
0.0962438	1	16.204	14	7411	28
0.0963688	1	15.9551	14	7411	28
0.0964938	1	15.6912	14	7411	28
0.0971188	1	16.0028	14	7411	28
0.0972438	1	16.0043	14	7411	28
0.0973688	1	16.2062	14	7411	28
0.0974938	1	15.5869	14	7411	28
0.0981187	1	15.2939	14	7411	28
0.0982437	1	15.3641	14	7411	28
0.0983687	1	15.6316	14	7411	28
0.0984937	1	15.5291	14	7411	28
0.0991187	1	15.212	14	7411	28
0.0992436	1	14.7157	14	7411	28
0.0993686	1	16.0027	14	7411	28
0.0994936	1	14.8006	14	7411	28
0.100119	1	14.8951	14	7411	28
0.100244	1	16.4287	14	7411	28
0.100369	1	15.6866	14	7411	28
0.100494	1	15.5761	14	7411	28
0.101119	1	15.7061	14	7411	28
0.101244	1	15.419	14	7411	28
0.101369	1	16.1004	14	7411	28
0.101494	1	15.4495	14	7411	28
0.102118	1	15.2929	14	7411	28
0.102243	1	16.0459	14	7411	28
0.102368	1	16.1249	14	7411	28
0.102493	1	16.0186	14	7411	28
0.103118	1	16.2479	14	7411	28
0.103243	1	16.7782	14	7411	28
0.103368	1	16.6746	14	7411	28
0.103493	1	16.7642	14	7411	28
0.104118	1	16.2163	14	7411	28
0.104243	1	15.7147	14	7411	28
0.104368	1	16.1051	14	7411	28
0.104493	1	15.9229	14	7411	28
0.105118	1	15.9297	14	7411	28
0.105243	1	17.0234	14	7411	28
0.105368	1	16.2173	14	7411	28
0.105493	1	16.3232	14	7411	28
0.106118	1	16.6947	14	7411	28
0.106243	1	16.0605	14	7411	28
0.106368	1	16.2143	14	7411	28
0.106493	1	15.5702	14	7411	28
0.107118	1	15.6821	14	7411	28
0.107243	1	15.5219	14	7411	28
0.107368	1	16.2527	14	7411	28
0.107493	1	15.6724	14	7411	28
0.108118	1	15.9663	14	7411	28
0.108243	1	15.4556	14	7411	28
0.108368	1	15.4572	14	7411	28
0.108493	1	15.6548	14	7411	28
0.109118	1	16.6024	14	7411	28
0.109243	1	17.0049	14	7411	28
0.109368	1	15.9779	14	7411	28
0.109493	1	16.2199	14	7411	28
0.110118	1	16.7904	14	7411	28
0.110243	1	15.4568	14	7411	28
0.110368	1	15.8183	14	7411	28
