0,-nan,-225.711,0.00071,0.002,60,2.8e+10,0,0,10
0,-nan,-229.335,0.00072,0.002,60,2.8e+10,0,0,10
0,-nan,-233.028,0.00073,0.002,60,2.8e+10,0,0,10
0,-nan,-236.791,0.00074,0.002,60,2.8e+10,0,0,10
0,-nan,-240.626,0.00075,0.002,60,2.8e+10,0,0,10
0,-nan,-244.535,0.00076,0.002,60,2.8e+10,0,0,10
0,-nan,-248.519,0.00077,0.002,60,2.8e+10,0,0,10
0,-nan,-252.579,0.00078,0.002,60,2.8e+10,0,0,10
0,-nan,-256.719,0.00079,0.002,60,2.8e+10,0,0,10
0,-nan,-260.938,0.0008,0.002,60,2.8e+10,0,0,10
0,-nan,-265.24,0.00081,0.002,60,2.8e+10,0,0,10
0,-nan,-269.625,0.00082,0.002,60,2.8e+10,0,0,10
0,-nan,-274.096,0.00083,0.002,60,2.8e+10,0,0,10
0,-nan,-278.654,0.00084,0.002,60,2.8e+10,0,0,10
0,-nan,-283.301,0.00085,0.002,60,2.8e+10,0,0,10
0,-nan,-288.039,0.00086,0.002,60,2.8e+10,0,0,10
0,-nan,-292.87,0.00087,0.002,60,2.8e+10,0,0,10
0,-nan,-297.795,0.00088,0.002,60,2.8e+10,0,0,10
0,-nan,-302.817,0.00089,0.002,60,2.8e+10,0,0,10
0,-nan,-307.938,0.0009,0.002,60,2.8e+10,0,0,10
0,-nan,-313.158,0.00091,0.002,60,2.8e+10,0,0,10
0,-nan,-318.481,0.00092,0.002,60,2.8e+10,0,0,10
0,-nan,-323.908,0.00093,0.002,60,2.8e+10,0,0,10
0,-nan,-329.441,0.00094,0.002,60,2.8e+10,0,0,10
0,-nan,-335.082,0.00095,0.002,60,2.8e+10,0,0,10
0,-nan,-340.833,0.00096,0.002,60,2.8e+10,0,0,10
0,-nan,-346.696,0.00097,0.002,60,2.8e+10,0,0,10
0,-nan,-352.674,0.00098,0.002,60,2.8e+10,0,0,10
0,-nan,-358.767,0.00099,0.002,60,2.8e+10,0,0,10
0,-nan,-364.979,0.001,0.002,60,2.8e+10,0,0,10
55182,229.968,-66.4214,1e-05,0.002,60,2.8e+10,0.0513717,2.01709,10
